"Scénario","Horodatage","Demande directe non pilotable","Demande directe pilotable","Demande pour électrolyse"
"S3Enr","2050-01-26 19:00:00",61.06793668,16.28481586,"2,81776E-08"
"S3Enr","2050-01-26 20:00:00",60.33224342,16.67600933,"2,8158E-08"
"S3Enr","2050-01-26 21:00:00",54.91574617,18.73178551,"2,8194E-08"
"S3Enr","2050-01-26 22:00:00",42.83234194,28.85315792,"2,82341E-08"
"S3Enr","2050-01-26 23:00:00",36.61494803,34.49504995,"2,82112E-08"
"S3Enr","2050-01-27 00:00:00",42.04544587,30.70938563,"2,49006E-08"
"S3Enr","2050-01-27 01:00:00",40.75346999,31.68903101,"2,81982E-08"
"S3Enr","2050-01-27 02:00:00",39.83424766,32.54878829,"2,82654E-08"
"S3Enr","2050-01-27 03:00:00",41.65559748,30.92823602,"2,8254E-08"
"S3Enr","2050-01-27 04:00:00",40.27255589,30.48614146,"2,82714E-08"
"S3Enr","2050-01-27 05:00:00",38.55588168,31.92048574,"2,82714E-08"
"S3Enr","2050-01-27 06:00:00",38.70115494,31.82189058,"2,82144E-08"
"S3Enr","2050-01-27 07:00:00",45.32920726,25.81133281,"2,37705E-08"
"S3Enr","2050-01-27 08:00:00",52.89027226,31.82528531,"2,37939E-08"
"S3Enr","2050-01-27 09:00:00",56.39077187,38.93642185,"3,11396E-08"
"S3Enr","2050-01-27 10:00:00",57.31538224,45.79599992,"3,12532E-08"
"S3Enr","2050-01-27 11:00:00",55.77572535,46.26373884,"3,1325E-08"
"S3Enr","2050-01-27 12:00:00",51.76032235,46.0381171,"3,14411E-08"
"S3Enr","2050-01-27 13:00:00",52.91861638,41.23929578,"3,13134E-08"
"S3Enr","2050-01-27 14:00:00",54.85173447,35.05835363,"3,11231E-08"
"S3Enr","2050-01-27 15:00:00",56.39436623,33.01681932,"2,32325E-08"
"S3Enr","2050-01-27 16:00:00",57.12777299,18.4775123,"2,30298E-08"
"S3Enr","2050-01-27 17:00:00",58.41883541,17.52186223,"2,29919E-08"
"S3Enr","2050-01-27 18:00:00",59.97414676,17.59150073,"2,29713E-08"
"S3Enr","2050-01-27 19:00:00",62.05462476,17.08830321,"2,2967E-08"
"S3Enr","2050-01-27 20:00:00",61.88183587,14.4978561,"2,29916E-08"
"S3Enr","2050-01-27 21:00:00",56.44710119,16.41219386,"2,30536E-08"
"S3Enr","2050-01-27 22:00:00",44.09866952,30.24307928,"2,31364E-08"
"S3Enr","2050-01-27 23:00:00",37.74840921,35.92471626,"2,31602E-08"
"S3Enr","2050-01-28 00:00:00",44.11785618,33.23668643,"2,31467E-08"
"S3Enr","2050-01-28 01:00:00",44.5841228,32.97496257,"2,31451E-08"
"S3Enr","2050-01-28 02:00:00",43.62158098,34.0947693,"2,31512E-08"
"S3Enr","2050-01-28 03:00:00",45.51189482,33.04682179,"2,31461E-08"
"S3Enr","2050-01-28 04:00:00",44.00084489,34.62126336,"2,31521E-08"
"S3Enr","2050-01-28 05:00:00",42.29216114,36.19544178,"2,31575E-08"
"S3Enr","2050-01-28 06:00:00",42.39636317,36.30544156,"2,31559E-08"
"S3Enr","2050-01-28 07:00:00",48.96873218,30.03369866,"2,3125E-08"
"S3Enr","2050-01-28 08:00:00",57.00710186,29.14506459,"2,3156E-08"
"S3Enr","2050-01-28 09:00:00",61.52637601,39.28335162,"2,3389E-08"
"S3Enr","2050-01-28 10:00:00",62.76130979,43.23482529,"2,34883E-08"
"S3Enr","2050-01-28 11:00:00",60.98242592,46.89491706,"2,3609E-08"
"S3Enr","2050-01-28 12:00:00",55.2707117,47.23927979,"2,60749E-08"
"S3Enr","2050-01-28 13:00:00",58.29186491,46.76188767,"2,35397E-08"
"S3Enr","2050-01-28 14:00:00",60.27828663,35.98953183,"2,33732E-08"
"S3Enr","2050-01-28 15:00:00",61.31748696,29.64331735,"2,32103E-08"
"S3Enr","2050-01-28 16:00:00",61.99123148,23.27037161,"2,30425E-08"
"S3Enr","2050-01-28 17:00:00",63.24029823,19.35824252,"2,29855E-08"
"S3Enr","2050-01-28 18:00:00",64.56558103,18.00607881,"2,29643E-08"
"S3Enr","2050-01-28 19:00:00",66.46951408,18.23705715,"2,29519E-08"
"S3Enr","2050-01-28 20:00:00",66.28897098,18.14756418,"2,29767E-08"
"S3Enr","2050-01-28 21:00:00",60.47565153,21.59500182,"2,30592E-08"
"S3Enr","2050-01-28 22:00:00",47.90243294,30.6709013,"2,32036E-08"
"S3Enr","2050-01-28 23:00:00",41.33438479,36.43602569,"2,32518E-08"
"S3Enr","2050-01-29 00:00:00",49.14149947,33.63666871,"2,32365E-08"
"S3Enr","2050-01-29 01:00:00",47.82542159,36.25532228,"2,32487E-08"
"S3Enr","2050-01-29 02:00:00",46.36960886,39.107904,"2,32599E-08"
"S3Enr","2050-01-29 03:00:00",47.51005021,39.18669497,"2,32595E-08"
"S3Enr","2050-01-29 04:00:00",46.06209858,41.02146675,"2,32669E-08"
"S3Enr","2050-01-29 05:00:00",44.38839582,42.66118989,"2,32705E-08"
"S3Enr","2050-01-29 06:00:00",44.56598692,42.02889182,"2,32683E-08"
"S3Enr","2050-01-29 07:00:00",50.891779,35.86391855,"2,32546E-08"
"S3Enr","2050-01-29 08:00:00",56.667643,35.79679238,"3,14372E-08"
"S3Enr","2050-01-29 09:00:00",60.77905083,44.12432389,"4,40745E-08"
"S3Enr","2050-01-29 10:00:00",61.88351833,46.11051538,"4,42554E-08"
"S3Enr","2050-01-29 11:00:00",60.68361579,48.27982412,"4,43864E-08"
"S3Enr","2050-01-29 12:00:00",57.30272972,48.73178132,"4,46331E-08"
"S3Enr","2050-01-29 13:00:00",58.99876838,49.24052851,"4,43487E-08"
"S3Enr","2050-01-29 14:00:00",61.2294569,36.91793329,"4,39844E-08"
"S3Enr","2050-01-29 15:00:00",62.5921598,40.78259529,"3,92749E-08"
"S3Enr","2050-01-29 16:00:00",63.67947805,35.62186296,"2,61482E-08"
"S3Enr","2050-01-29 17:00:00",64.8183277,27.65941321,"2,5945E-08"
"S3Enr","2050-01-29 18:00:00",66.34281884,22.33993781,"2,5904E-08"
"S3Enr","2050-01-29 19:00:00",67.69643768,19.50611319,"2,58712E-08"
"S3Enr","2050-01-29 20:00:00",66.86068765,16.89877862,"2,58868E-08"
"S3Enr","2050-01-29 21:00:00",61.20622573,19.28719455,"2,59739E-08"
"S3Enr","2050-01-29 22:00:00",49.02653573,30.80147427,"2,61064E-08"
"S3Enr","2050-01-29 23:00:00",42.94648634,37.04260292,"2,61438E-08"
"S3Enr","2050-01-30 00:00:00",49.73954345,31.01908712,"2,61134E-08"
"S3Enr","2050-01-30 01:00:00",44.83272405,35.47414236,"2,61361E-08"
"S3Enr","2050-01-30 02:00:00",43.4391311,36.21369387,"2,61435E-08"
"S3Enr","2050-01-30 03:00:00",44.68917984,34.39792366,"2,61343E-08"
"S3Enr","2050-01-30 04:00:00",43.64820283,35.19594772,"2,61419E-08"
"S3Enr","2050-01-30 05:00:00",42.37320277,36.16950619,"2,61469E-08"
"S3Enr","2050-01-30 06:00:00",42.88959908,35.39045986,"2,61417E-08"
"S3Enr","2050-01-30 07:00:00",49.0592416,29.52102704,"2,61071E-08"
"S3Enr","2050-01-30 08:00:00",56.81803551,30.34962787,"2,61792E-08"
"S3Enr","2050-01-30 09:00:00",61.19045946,38.73541265,"4,34036E-08"
"S3Enr","2050-01-30 10:00:00",62.66745149,46.0703759,"4,3824E-08"
"S3Enr","2050-01-30 11:00:00",61.56341655,50.39293216,"4,44423E-08"
"S3Enr","2050-01-30 12:00:00",57.57767074,49.84496458,"4,45592E-08"
"S3Enr","2050-01-30 13:00:00",58.77225754,49.98155246,"4,41279E-08"
"S3Enr","2050-01-30 14:00:00",60.27885193,39.59217092,"4,35641E-08"
"S3Enr","2050-01-30 15:00:00",60.61968354,26.4811264,"3,14717E-08"
"S3Enr","2050-01-30 16:00:00",63.15920221,23.18092146,"2,39617E-08"
"S3Enr","2050-01-30 17:00:00",64.67604796,22.03636804,"2,09025E-08"
"S3Enr","2050-01-30 18:00:00",66.04796543,21.03942764,"1,88924E-08"
"S3Enr","2050-01-30 19:00:00",67.57932042,21.55375322,"1,8749E-08"
"S3Enr","2050-01-30 20:00:00",66.95119141,20.74514809,"1,87329E-08"
"S3Enr","2050-01-30 21:00:00",61.93581923,22.1011873,"2,27631E-08"
"S3Enr","2050-01-30 22:00:00",48.39776603,20.43031696,"2,73579E-08"
"S3Enr","2050-01-30 23:00:00",42.80843701,27.88335466,"2,99267E-08"
"S3Enr","2050-01-31 00:00:00",49.16508675,22.60881141,"2,75642E-08"
"S3Enr","2050-01-31 01:00:00",46.32374195,26.24680388,"3,19904E-08"
"S3Enr","2050-01-31 02:00:00",44.45207651,26.81528656,"4,27704E-08"
"S3Enr","2050-01-31 03:00:00",45.34069315,26.17995205,"4,2883E-08"
"S3Enr","2050-01-31 04:00:00",43.49112344,27.25947152,"4,30477E-08"
"S3Enr","2050-01-31 05:00:00",41.62636048,31.24829663,"4,33121E-08"
"S3Enr","2050-01-31 06:00:00",40.63423267,33.69542768,"4,34645E-08"
"S3Enr","2050-01-31 07:00:00",43.00203036,31.77292041,"4,37956E-08"
"S3Enr","2050-01-31 08:00:00",44.86336237,37.19843334,"4,40392E-08"
"S3Enr","2050-01-31 09:00:00",47.78666042,30.62618406,"4,49532E-08"
"S3Enr","2050-01-31 10:00:00",51.40113995,31.65434185,"4,53595E-08"
"S3Enr","2050-01-31 11:00:00",52.04106852,35.19677383,"4,55857E-08"
"S3Enr","2050-01-31 12:00:00",49.55679135,39.23456176,"4,57414E-08"
"S3Enr","2050-01-31 13:00:00",51.83858203,36.01851119,"4,56275E-08"
"S3Enr","2050-01-31 14:00:00",54.15957336,30.62472937,"4,54275E-08"
"S3Enr","2050-01-31 15:00:00",53.31854221,23.8237569,"4,51921E-08"
"S3Enr","2050-01-31 16:00:00",52.92226449,20.93856333,"4,48678E-08"
"S3Enr","2050-01-31 17:00:00",52.58652311,19.8864037,"4,46461E-08"
"S3Enr","2050-01-31 18:00:00",52.42834299,20.35332693,"4,46653E-08"
"S3Enr","2050-01-31 19:00:00",53.2190794,20.49886935,"4,46719E-08"
"S3Enr","2050-01-31 20:00:00",53.8261733,19.53047553,"4,4666E-08"
"S3Enr","2050-01-31 21:00:00",51.33597121,18.40479348,"4,4777E-08"
"S3Enr","2050-01-31 22:00:00",42.87766153,24.71468043,"4,51057E-08"
"S3Enr","2050-01-31 23:00:00",39.68565059,25.6278302,"4,5104E-08"
"S3Enr","2050-02-01 00:00:00",50.31767019,25.67424661,"4,48324E-08"
"S3Enr","2050-02-01 01:00:00",50.01481511,29.57047084,"4,48442E-08"
"S3Enr","2050-02-01 02:00:00",49.04555395,30.81983003,"4,49225E-08"
"S3Enr","2050-02-01 03:00:00",50.17699116,35.03652619,"4,49958E-08"
"S3Enr","2050-02-01 04:00:00",48.27834567,34.51437526,"4,5172E-08"
"S3Enr","2050-02-01 05:00:00",46.03608152,34.05878655,"4,53594E-08"
"S3Enr","2050-02-01 06:00:00",44.54174439,37.04171837,"4,55267E-08"
"S3Enr","2050-02-01 07:00:00",46.29465414,36.56327505,"4,56957E-08"
"S3Enr","2050-02-01 08:00:00",46.9413764,44.48237842,"4,64017E-08"
"S3Enr","2050-02-01 09:00:00",48.85535003,53.83812735,"4,72983E-08"
"S3Enr","2050-02-01 10:00:00",52.38960588,55.38986457,"0,001564254"
"S3Enr","2050-02-01 11:00:00",54.21096677,59.0481265,"0,002288238"
"S3Enr","2050-02-01 12:00:00",53.13513641,60.78178446,"0,004373403"
"S3Enr","2050-02-01 13:00:00",56.10859167,57.49912628,"0,493710539"
"S3Enr","2050-02-01 14:00:00",58.25621432,47.08427357,"0,695289834"
"S3Enr","2050-02-01 15:00:00",56.84033564,37.30055887,"1,103294292"
"S3Enr","2050-02-01 16:00:00",56.23923473,29.77570042,"0,700978741"
"S3Enr","2050-02-01 17:00:00",55.80888139,30.54053807,"0,001137692"
"S3Enr","2050-02-01 18:00:00",55.46449902,31.75674406,"0,000640728"
"S3Enr","2050-02-01 19:00:00",56.39951332,28.88382629,"0,000598651"
"S3Enr","2050-02-01 20:00:00",58.06345396,29.08930883,"0,000343083"
"S3Enr","2050-02-01 21:00:00",56.95554326,29.14138618,"0,000255641"
"S3Enr","2050-02-01 22:00:00",49.09475753,33.64946488,"0,000268497"
"S3Enr","2050-02-01 23:00:00",45.15622406,38.69141793,"0,000252321"
"S3Enr","2050-02-02 00:00:00",55.13360077,29.83754257,"0,000139726"
"S3Enr","2050-02-02 01:00:00",52.81489896,36.80100598,"0,000114683"
"S3Enr","2050-02-02 02:00:00",51.9144248,36.27147101,"0,00011745"
"S3Enr","2050-02-02 03:00:00",53.59133989,35.30487563,"9,20067E-05"
"S3Enr","2050-02-02 04:00:00",52.38688619,33.917049,"0,000102378"
"S3Enr","2050-02-02 05:00:00",50.83198582,34.82718385,"9,65142E-05"
"S3Enr","2050-02-02 06:00:00",51.38165338,32.73301622,"8,37655E-05"
"S3Enr","2050-02-02 07:00:00",57.77159837,35.44762695,"4,02129E-08"
"S3Enr","2050-02-02 08:00:00",65.66143803,45.80077532,"4,51421E-08"
"S3Enr","2050-02-02 09:00:00",70.13235991,49.31745341,"4,5955E-08"
"S3Enr","2050-02-02 10:00:00",71.73513864,55.27694187,"4,70208E-08"
"S3Enr","2050-02-02 11:00:00",70.26902343,59.88275395,"4,8871E-08"
"S3Enr","2050-02-02 12:00:00",65.65416867,60.65383424,"5,40035E-08"
"S3Enr","2050-02-02 13:00:00",66.49935514,56.70662497,"4,88911E-08"
"S3Enr","2050-02-02 14:00:00",68.26725186,49.02623195,"4,37884E-08"
"S3Enr","2050-02-02 15:00:00",69.72115139,44.66276931,"3,06635E-08"
"S3Enr","2050-02-02 16:00:00",71.05581114,44.56993123,"2,20258E-08"
"S3Enr","2050-02-02 17:00:00",72.49115872,35.84870413,"2,12222E-08"
"S3Enr","2050-02-02 18:00:00",73.99891498,33.54431271,"2,1208E-08"
"S3Enr","2050-02-02 19:00:00",75.70913337,34.71148854,"2,12002E-08"
"S3Enr","2050-02-02 20:00:00",76.28156736,33.41959126,"2,12012E-08"
"S3Enr","2050-02-02 21:00:00",71.458535,36.99575045,"2,12141E-08"
"S3Enr","2050-02-02 22:00:00",59.89200551,44.77626,"2,12365E-08"
"S3Enr","2050-02-02 23:00:00",54.29633416,48.21744047,"2,1245E-08"
"S3Enr","2050-02-03 00:00:00",60.17682177,41.97638585,"2,12304E-08"
"S3Enr","2050-02-03 01:00:00",56.44524271,43.87377978,"2,1232E-08"
"S3Enr","2050-02-03 02:00:00",54.99258053,44.1859225,"2,12301E-08"
"S3Enr","2050-02-03 03:00:00",56.37772474,42.44408029,"2,12222E-08"
"S3Enr","2050-02-03 04:00:00",55.10947512,42.88753496,"2,12225E-08"
"S3Enr","2050-02-03 05:00:00",53.86174137,44.21917289,"2,12235E-08"
"S3Enr","2050-02-03 06:00:00",54.11488021,44.62520908,"2,12214E-08"
"S3Enr","2050-02-03 07:00:00",60.30796233,43.60937337,"2,12026E-08"
"S3Enr","2050-02-03 08:00:00",67.35169943,55.85189493,"2,3173E-08"
"S3Enr","2050-02-03 09:00:00",71.08953987,55.45096664,"3,78267E-08"
"S3Enr","2050-02-03 10:00:00",72.89023347,63.43810826,"1,47491E-05"
"S3Enr","2050-02-03 11:00:00",71.68576663,63.52730941,"2,959131415"
"S3Enr","2050-02-03 12:00:00",67.59307862,63.44582635,"4,398485777"
"S3Enr","2050-02-03 13:00:00",68.88069996,59.73533757,"0,362225541"
"S3Enr","2050-02-03 14:00:00",70.5004576,54.36852053,"1,4333E-05"
"S3Enr","2050-02-03 15:00:00",71.72529266,48.61572196,"2,1668E-08"
"S3Enr","2050-02-03 16:00:00",72.94391936,34.92525483,"7,03039E-09"
"S3Enr","2050-02-03 17:00:00",74.35976684,31.2859321,"4,16237E-09"
"S3Enr","2050-02-03 18:00:00",75.66635562,33.94313852,"3,91942E-09"
"S3Enr","2050-02-03 19:00:00",76.58165721,32.46650234,"2,35991E-09"
"S3Enr","2050-02-03 20:00:00",77.02594947,31.46205167,"2,1744E-09"
"S3Enr","2050-02-03 21:00:00",71.99974189,32.38216488,"2,38984E-09"
"S3Enr","2050-02-03 22:00:00",60.35664706,45.02449991,"8,66854E-09"
"S3Enr","2050-02-03 23:00:00",54.71173997,49.65596673,"8,67472E-09"
"S3Enr","2050-02-04 00:00:00",58.58314014,45.51643693,"8,6742E-09"
"S3Enr","2050-02-04 01:00:00",59.04707015,45.02247718,"8,67367E-09"
"S3Enr","2050-02-04 02:00:00",58.29151285,46.05807804,"8,67511E-09"
"S3Enr","2050-02-04 03:00:00",60.08734147,45.37826611,"8,67481E-09"
"S3Enr","2050-02-04 04:00:00",58.75489991,47.38231114,"8,67701E-09"
"S3Enr","2050-02-04 05:00:00",57.21931611,49.13200815,"8,6781E-09"
"S3Enr","2050-02-04 06:00:00",57.50019545,49.01980372,"8,67804E-09"
"S3Enr","2050-02-04 07:00:00",63.52557295,47.10792806,"8,67928E-09"
"S3Enr","2050-02-04 08:00:00",70.47891236,52.46681377,"1,0573E-08"
"S3Enr","2050-02-04 09:00:00",74.35456514,52.84688172,"2,7279E-08"
"S3Enr","2050-02-04 10:00:00",76.20483907,57.95641489,"2,7623E-08"
"S3Enr","2050-02-04 11:00:00",74.97904412,61.72780199,"2,90075E-08"
"S3Enr","2050-02-04 12:00:00",70.98116249,62.15930055,"2,94494E-08"
"S3Enr","2050-02-04 13:00:00",72.22894549,61.0027123,"2,88218E-08"
"S3Enr","2050-02-04 14:00:00",73.89888159,52.93513688,"2,57585E-08"
"S3Enr","2050-02-04 15:00:00",75.13397667,45.30575798,"1,33536E-08"
"S3Enr","2050-02-04 16:00:00",76.25592333,35.1769828,"7,98434E-09"
"S3Enr","2050-02-04 17:00:00",77.60845496,32.54685506,"2,72144E-09"
"S3Enr","2050-02-04 18:00:00",78.51966004,33.59158149,"1,97355E-09"
"S3Enr","2050-02-04 19:00:00",79.56299609,32.63026066,"4,09725E-09"
"S3Enr","2050-02-04 20:00:00",80.04542584,30.34410088,"5,28623E-09"
"S3Enr","2050-02-04 21:00:00",74.90198262,35.27264575,"1,11168E-08"
"S3Enr","2050-02-04 22:00:00",62.91697158,43.05316058,"1,23612E-08"
"S3Enr","2050-02-04 23:00:00",56.88779745,49.96599209,"1,25372E-08"
"S3Enr","2050-02-05 00:00:00",61.47453301,47.46268076,"1,25451E-08"
"S3Enr","2050-02-05 01:00:00",59.76173237,50.49969711,"1,25429E-08"
"S3Enr","2050-02-05 02:00:00",58.74832666,52.43998966,"1,25785E-08"
"S3Enr","2050-02-05 03:00:00",60.50569437,51.12981517,"1,25799E-08"
"S3Enr","2050-02-05 04:00:00",59.15173735,52.74427032,"1,26366E-08"
"S3Enr","2050-02-05 05:00:00",57.48611267,54.44424621,"1,26608E-08"
"S3Enr","2050-02-05 06:00:00",57.66464999,52.9846695,"1,26491E-08"
"S3Enr","2050-02-05 07:00:00",63.6158817,49.28795537,"1,14893E-08"
"S3Enr","2050-02-05 08:00:00",70.22750244,58.89984304,"1,46753E-08"
"S3Enr","2050-02-05 09:00:00",73.96126916,60.33017144,"1,76766E-08"
"S3Enr","2050-02-05 10:00:00",75.50684309,62.34690748,"1,76877E-08"
"S3Enr","2050-02-05 11:00:00",74.20836256,62.68929158,"1,77449E-08"
"S3Enr","2050-02-05 12:00:00",70.13831964,62.83859051,"1,7762E-08"
"S3Enr","2050-02-05 13:00:00",71.53792614,53.67476447,"1,76114E-08"
"S3Enr","2050-02-05 14:00:00",73.23095159,48.4057997,"1,22991E-08"
"S3Enr","2050-02-05 15:00:00",74.58611757,44.70014908,"1,98185E-10"
"S3Enr","2050-02-05 16:00:00",75.95119011,37.440573,"1,83567E-10"
"S3Enr","2050-02-05 17:00:00",77.63018554,34.02133032,"1,82754E-10"
"S3Enr","2050-02-05 18:00:00",78.83719758,32.56751182,"1,82552E-10"
"S3Enr","2050-02-05 19:00:00",79.62202583,33.52499805,"1,82465E-10"
"S3Enr","2050-02-05 20:00:00",79.99899253,32.50866429,"1,8248E-10"
"S3Enr","2050-02-05 21:00:00",75.04655199,31.73030769,"1,82523E-10"
"S3Enr","2050-02-05 22:00:00",63.7660729,37.91030723,"1,82965E-10"
"S3Enr","2050-02-05 23:00:00",58.29402399,43.26721528,"1,22528E-09"
"S3Enr","2050-02-06 00:00:00",60.33502423,41.63778382,"1,23076E-09"
"S3Enr","2050-02-06 01:00:00",58.51046336,44.00365193,"1,23206E-09"
"S3Enr","2050-02-06 02:00:00",57.53441089,45.48683873,"1,23238E-09"
"S3Enr","2050-02-06 03:00:00",59.64606889,44.55399625,"1,23245E-09"
"S3Enr","2050-02-06 04:00:00",58.12266923,47.11507648,"1,23269E-09"
"S3Enr","2050-02-06 05:00:00",56.5946469,49.86379529,"1,23299E-09"
"S3Enr","2050-02-06 06:00:00",56.69407598,50.13255083,"1,23332E-09"
"S3Enr","2050-02-06 07:00:00",62.46316923,49.69185983,"1,23917E-09"
"S3Enr","2050-02-06 08:00:00",69.81287034,45.12292069,"1,52141E-08"
"S3Enr","2050-02-06 09:00:00",73.95604689,45.37991587,"2,2676E-08"
"S3Enr","2050-02-06 10:00:00",76.14743487,50.34054062,"1,42732E-07"
"S3Enr","2050-02-06 11:00:00",74.93199583,56.16568171,"0,788806835"
"S3Enr","2050-02-06 12:00:00",71.22972178,55.90429926,"1,264024122"
"S3Enr","2050-02-06 13:00:00",72.57787765,55.61693603,"4,31819E-06"
"S3Enr","2050-02-06 14:00:00",74.25143232,46.60296754,"1,40888E-07"
"S3Enr","2050-02-06 15:00:00",74.89250505,38.03113447,"1,73191E-08"
"S3Enr","2050-02-06 16:00:00",75.57455566,26.73504526,"1,10231E-08"
"S3Enr","2050-02-06 17:00:00",76.39603716,30.49991171,"1,06872E-08"
"S3Enr","2050-02-06 18:00:00",77.06123915,31.05400201,"1,04469E-08"
"S3Enr","2050-02-06 19:00:00",77.54997957,28.99844192,"1,044E-08"
"S3Enr","2050-02-06 20:00:00",77.3423175,30.34822257,"1,0505E-08"
"S3Enr","2050-02-06 21:00:00",72.96127635,30.30713004,"1,06308E-08"
"S3Enr","2050-02-06 22:00:00",62.11345778,36.640661,"2,41705E-08"
"S3Enr","2050-02-06 23:00:00",56.987207,35.74205391,"2,47608E-08"
"S3Enr","2050-02-07 00:00:00",64.39298761,40.442697,"2,43563E-08"
"S3Enr","2050-02-07 01:00:00",65.16533095,40.0207827,"2,43849E-08"
"S3Enr","2050-02-07 02:00:00",63.26997617,42.08659457,"2,4463E-08"
"S3Enr","2050-02-07 03:00:00",64.1092882,41.60633439,"2,45106E-08"
"S3Enr","2050-02-07 04:00:00",62.32314314,43.50490993,"2,46013E-08"
"S3Enr","2050-02-07 05:00:00",60.34189609,44.49719386,"2,46969E-08"
"S3Enr","2050-02-07 06:00:00",59.17381865,44.45192422,"2,47706E-08"
"S3Enr","2050-02-07 07:00:00",61.48923288,41.65252182,"2,71609E-08"
"S3Enr","2050-02-07 08:00:00",62.80237444,52.53782655,"4,50628E-08"
"S3Enr","2050-02-07 09:00:00",65.55721075,60.34337433,"0,757809035"
"S3Enr","2050-02-07 10:00:00",69.43930441,63.94041121,"1,413581884"
"S3Enr","2050-02-07 11:00:00",69.84253749,70.7123666,"1,442804591"
"S3Enr","2050-02-07 12:00:00",66.6012838,71.1720767,"2,451946834"
"S3Enr","2050-02-07 13:00:00",68.1551685,67.35183502,"0,615046828"
"S3Enr","2050-02-07 14:00:00",69.3326323,56.82213221,"0,225627151"
"S3Enr","2050-02-07 15:00:00",67.86976246,46.32492418,"9,92288E-05"
"S3Enr","2050-02-07 16:00:00",66.8353376,38.39606181,"4,69843E-08"
"S3Enr","2050-02-07 17:00:00",65.82746849,36.6890484,"4,49018E-08"
"S3Enr","2050-02-07 18:00:00",64.83495067,34.72084149,"4,49309E-08"
"S3Enr","2050-02-07 19:00:00",65.26567528,32.38645899,"4,49445E-08"
"S3Enr","2050-02-07 20:00:00",67.19663811,31.50687053,"4,49297E-08"
"S3Enr","2050-02-07 21:00:00",65.16406206,31.00738924,"4,49514E-08"
"S3Enr","2050-02-07 22:00:00",57.10006783,31.24087566,"4,51095E-08"
"S3Enr","2050-02-07 23:00:00",54.14527127,35.66680695,"4,51932E-08"
"S3Enr","2050-02-08 00:00:00",59.22818996,33.00160692,"4,50794E-08"
"S3Enr","2050-02-08 01:00:00",62.91749708,31.70919781,"4,50385E-08"
"S3Enr","2050-02-08 02:00:00",61.94435852,32.60346515,"4,50831E-08"
"S3Enr","2050-02-08 03:00:00",63.0892305,34.64837234,"4,50718E-08"
"S3Enr","2050-02-08 04:00:00",61.20094267,35.75470261,"4,51169E-08"
"S3Enr","2050-02-08 05:00:00",58.7597148,36.08355159,"4,51466E-08"
"S3Enr","2050-02-08 06:00:00",57.04562838,36.0963496,"4,51326E-08"
"S3Enr","2050-02-08 07:00:00",58.54189874,35.19993136,"4,50946E-08"
"S3Enr","2050-02-08 08:00:00",59.15982236,45.11558129,"4,57899E-08"
"S3Enr","2050-02-08 09:00:00",60.59365348,54.19678553,"0,007776267"
"S3Enr","2050-02-08 10:00:00",64.09524246,51.86226602,"1,229085412"
"S3Enr","2050-02-08 11:00:00",65.48008807,53.18701326,"2,695721729"
"S3Enr","2050-02-08 12:00:00",63.63399788,56.56194961,"2,701160822"
"S3Enr","2050-02-08 13:00:00",66.15790204,52.06421062,"2,70060113"
"S3Enr","2050-02-08 14:00:00",67.7070723,46.43964014,"0,06290982"
"S3Enr","2050-02-08 15:00:00",65.87170952,39.28733663,"4,50747E-08"
"S3Enr","2050-02-08 16:00:00",64.67938135,41.99271968,"3,97131E-08"
"S3Enr","2050-02-08 17:00:00",63.89345123,40.6782198,"3,10234E-08"
"S3Enr","2050-02-08 18:00:00",63.36892503,34.75047455,"2,99239E-08"
"S3Enr","2050-02-08 19:00:00",64.51958838,33.48435009,"2,9377E-08"
"S3Enr","2050-02-08 20:00:00",67.68084107,31.75414913,"2,929E-08"
"S3Enr","2050-02-08 21:00:00",66.8287601,30.1958716,"2,92436E-08"
"S3Enr","2050-02-08 22:00:00",58.97019888,34.89552536,"2,92727E-08"
"S3Enr","2050-02-08 23:00:00",55.46246588,37.76777584,"2,92796E-08"
"S3Enr","2050-02-09 00:00:00",58.36612792,32.0889914,"2,92058E-08"
"S3Enr","2050-02-09 01:00:00",57.17156973,32.17542723,"2,91876E-08"
"S3Enr","2050-02-09 02:00:00",56.6560163,32.69843535,"2,91749E-08"
"S3Enr","2050-02-09 03:00:00",58.66344219,31.90947143,"2,91369E-08"
"S3Enr","2050-02-09 04:00:00",57.6067255,33.14766164,"2,9126E-08"
"S3Enr","2050-02-09 05:00:00",56.24633616,34.85228258,"2,87513E-08"
"S3Enr","2050-02-09 06:00:00",56.80421738,32.75902211,"2,77762E-08"
"S3Enr","2050-02-09 07:00:00",63.44169554,37.49947818,"2,57751E-08"
"S3Enr","2050-02-09 08:00:00",69.926534,45.35759325,"2,72375E-08"
"S3Enr","2050-02-09 09:00:00",73.20302255,54.99017373,"5,47152E-08"
"S3Enr","2050-02-09 10:00:00",74.69265259,58.75887882,"1,772465417"
"S3Enr","2050-02-09 11:00:00",72.36136615,60.35664905,"2,594269904"
"S3Enr","2050-02-09 12:00:00",67.60656497,61.79043321,"1,711137233"
"S3Enr","2050-02-09 13:00:00",68.43358907,57.13895651,"5,52402E-08"
"S3Enr","2050-02-09 14:00:00",70.22397096,47.71889363,"2,82036E-08"
"S3Enr","2050-02-09 15:00:00",70.66269867,41.67632635,"2,43655E-08"
"S3Enr","2050-02-09 16:00:00",71.23575578,29.74965994,"9,48323E-09"
